gender,senior_citizen,partner,dependents,tenure,online_security,online_backup,tech_support,streaming_tv,streaming_movies,payment_method,contract_type,paperless_billing,monthly_charges,total_charges,churn
Male,0,Yes,No,1,No,No,Yes,No,No,Credit card (automatic),Two year,Yes,80.27,102.02,No
Female,1,No,Yes,47,No,Yes,No,Yes,Yes,Mailed check,Month-to-month,Yes,59.68,2778.78,Yes
Female,0,Yes,No,36,No,No,Yes,No,No,Electronic check,One year,Yes,44.43,1614.98,No
Male,0,Yes,No,18,Yes,No,Yes,No,No,Mailed check,Two year,No,99.27,1829.69,No
Male,0,No,Yes,20,No,No,No,Yes,Yes,Electronic check,Month-to-month,Yes,82.82,1658.51,Yes
Female,0,Yes,No,46,No,Yes,No,No,Yes,Electronic check,Month-to-month,Yes,25.32,1160.14,Yes
Female,0,Yes,No,7,No,No,No,No,No,Credit card (automatic),One year,No,53.59,364.54,Yes
Female,0,Yes,No,44,No,Yes,No,No,Yes,Mailed check,Month-to-month,Yes,88.18,3852.29,No
Male,1,Yes,No,61,No,No,No,No,Yes,Electronic check,One year,No,32.47,1938.35,No
Male,0,No,No,7,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,51.93,350.09,Yes
Female,0,No,No,1,No,No,Yes,Yes,No,Electronic check,One year,Yes,130.0,150.29,No
Female,0,No,No,5,No,Yes,No,Yes,No,Mailed check,Month-to-month,Yes,62.05,270.26,No
Female,0,Yes,No,53,No,No,No,Yes,No,Electronic check,Month-to-month,Yes,95.98,5083.79,Yes
Male,0,No,Yes,62,Yes,Yes,Yes,Yes,Yes,Electronic check,Month-to-month,No,106.01,6564.08,Yes
Female,0,No,No,72,Yes,Yes,No,No,No,Mailed check,Month-to-month,Yes,48.2,3550.12,No
Female,0,No,No,3,Yes,No,No,Yes,Yes,Bank transfer (automatic),One year,Yes,76.39,261.7,Yes
Female,0,Yes,No,35,No,Yes,No,No,No,Mailed check,Two year,Yes,119.41,4211.2,No
Female,0,Yes,No,4,Yes,No,No,Yes,No,Credit card (automatic),Month-to-month,Yes,81.03,365.52,Yes
Male,0,No,Yes,27,No,No,Yes,Yes,No,Credit card (automatic),One year,No,126.77,3398.3,Yes
Female,0,No,No,23,No,No,Yes,No,Yes,Credit card (automatic),Month-to-month,Yes,54.71,1320.39,No
Female,1,Yes,Yes,44,No,No,Yes,No,No,Credit card (automatic),Month-to-month,No,113.13,4984.9,Yes
Male,0,No,Yes,66,No,No,No,No,Yes,Credit card (automatic),Two year,No,70.4,4644.4,No
Male,1,Yes,No,58,No,No,No,Yes,Yes,Credit card (automatic),Month-to-month,No,62.14,3549.48,Yes
Female,1,Yes,Yes,5,Yes,Yes,No,No,No,Electronic check,One year,No,85.36,408.73,Yes
Female,0,No,No,18,No,No,No,Yes,Yes,Electronic check,Month-to-month,Yes,67.32,1132.38,No
Male,1,No,Yes,20,No,No,No,No,Yes,Bank transfer (automatic),Month-to-month,Yes,67.97,1348.24,Yes
Female,0,Yes,No,19,No,Yes,Yes,No,No,Credit card (automatic),One year,Yes,81.64,1525.31,No
Male,0,No,No,26,No,Yes,Yes,Yes,No,Credit card (automatic),One year,Yes,26.61,674.05,Yes
Male,0,No,No,44,Yes,Yes,No,No,No,Bank transfer (automatic),One year,No,50.83,2174.25,No
Male,0,Yes,No,54,No,No,No,No,Yes,Credit card (automatic),Two year,Yes,87.34,4748.21,Yes
Female,0,No,No,68,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Two year,Yes,93.8,6404.84,No
Male,0,No,No,51,No,No,No,Yes,Yes,Bank transfer (automatic),One year,No,78.57,4083.29,No
Male,0,No,No,22,Yes,No,No,No,No,Electronic check,Month-to-month,No,76.62,1760.43,Yes
Female,0,No,No,14,No,No,Yes,Yes,Yes,Mailed check,Month-to-month,No,79.66,1122.22,Yes
Male,0,No,No,28,Yes,Yes,No,Yes,Yes,Electronic check,One year,Yes,92.99,2649.69,No
Male,0,Yes,Yes,58,Yes,No,No,Yes,No,Electronic check,One year,Yes,35.77,2086.45,No
Male,0,Yes,Yes,72,Yes,No,No,No,Yes,Mailed check,Month-to-month,Yes,57.77,4140.4,No
Female,0,No,No,29,No,Yes,Yes,Yes,No,Electronic check,Month-to-month,No,68.21,1965.68,No
Female,0,No,No,13,Yes,Yes,No,No,Yes,Credit card (automatic),Month-to-month,No,74.7,999.84,No
Male,0,Yes,No,1,No,Yes,Yes,No,Yes,Mailed check,Month-to-month,No,19.37,203.33,No
Female,0,Yes,No,6,Yes,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,39.82,291.44,Yes
Male,0,No,No,46,No,Yes,No,Yes,Yes,Electronic check,Two year,No,69.6,3212.7,No
Male,0,Yes,No,43,Yes,Yes,No,No,Yes,Credit card (automatic),One year,Yes,94.32,4077.33,No
Male,0,Yes,No,47,No,Yes,No,Yes,Yes,Mailed check,Two year,Yes,59.94,2838.69,No
Female,0,No,No,2,Yes,Yes,Yes,Yes,Yes,Mailed check,One year,No,53.99,103.93,Yes
Male,0,No,Yes,32,Yes,Yes,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,82.69,2680.06,Yes
Female,0,No,Yes,13,Yes,No,Yes,No,No,Mailed check,One year,Yes,62.13,800.65,No
Male,0,No,No,25,Yes,No,Yes,No,Yes,Bank transfer (automatic),Two year,Yes,91.14,2233.02,No
Female,0,Yes,Yes,45,No,No,No,No,Yes,Bank transfer (automatic),One year,Yes,64.69,2932.64,No
Female,0,No,No,20,Yes,Yes,No,Yes,Yes,Credit card (automatic),Month-to-month,Yes,43.23,892.39,Yes
Male,0,Yes,No,48,No,No,No,Yes,Yes,Electronic check,One year,No,104.09,4989.97,Yes
Male,0,Yes,Yes,21,No,No,No,No,No,Credit card (automatic),Month-to-month,Yes,99.69,2107.52,Yes
Male,0,No,Yes,37,Yes,No,Yes,Yes,Yes,Mailed check,Month-to-month,No,47.07,1784.77,No
Female,0,No,No,34,No,No,Yes,No,No,Electronic check,Month-to-month,No,79.5,2700.56,Yes
Male,0,No,No,28,Yes,Yes,Yes,No,No,Electronic check,Month-to-month,No,62.16,1720.36,No
Male,0,Yes,No,10,Yes,No,No,Yes,Yes,Mailed check,Two year,No,84.86,816.66,Yes
Male,0,No,Yes,42,Yes,No,No,No,Yes,Electronic check,Month-to-month,No,48.98,2045.89,Yes
Male,1,No,No,72,Yes,Yes,Yes,No,Yes,Credit card (automatic),Month-to-month,Yes,90.92,6615.61,No
Female,0,No,No,47,Yes,No,No,No,Yes,Bank transfer (automatic),One year,No,98.68,4628.98,Yes
Female,0,No,No,54,No,Yes,No,Yes,No,Credit card (automatic),Two year,Yes,47.26,2568.42,No
Male,0,Yes,No,58,No,Yes,No,No,Yes,Electronic check,Month-to-month,Yes,71.62,4139.64,Yes
Male,1,No,Yes,3,No,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,99.18,279.09,No
Female,0,No,No,58,Yes,No,Yes,No,Yes,Electronic check,Month-to-month,Yes,45.97,2626.53,No
Female,1,No,No,18,No,No,No,Yes,No,Mailed check,One year,No,53.95,975.58,No
Male,0,No,No,48,Yes,No,No,Yes,Yes,Mailed check,Two year,No,85.88,4099.05,No
Male,0,No,No,71,Yes,Yes,Yes,No,No,Bank transfer (automatic),Month-to-month,No,66.14,4753.5,No
Female,0,Yes,Yes,65,No,No,Yes,No,Yes,Bank transfer (automatic),Two year,Yes,32.19,2087.73,No
Male,0,Yes,Yes,30,Yes,No,No,Yes,Yes,Electronic check,One year,Yes,62.31,1867.44,Yes
Male,0,No,Yes,61,Yes,Yes,No,No,No,Electronic check,One year,Yes,111.91,6818.68,Yes
Female,1,No,No,45,No,No,Yes,Yes,No,Mailed check,Month-to-month,Yes,119.51,5394.62,Yes
Female,0,No,Yes,10,No,No,No,No,Yes,Electronic check,Two year,Yes,54.71,614.19,No
Male,1,Yes,No,18,No,Yes,No,No,No,Bank transfer (automatic),Month-to-month,No,48.08,818.66,No
Female,0,Yes,Yes,69,Yes,No,Yes,Yes,Yes,Mailed check,Month-to-month,No,59.01,4084.03,No
Female,0,No,No,66,Yes,No,Yes,No,Yes,Credit card (automatic),Month-to-month,No,113.25,7403.62,Yes
Female,0,No,No,65,No,No,No,No,Yes,Credit card (automatic),Month-to-month,Yes,90.21,5918.71,No
Male,0,Yes,No,28,Yes,No,No,No,No,Mailed check,Month-to-month,Yes,105.14,2939.0,Yes
Female,0,No,Yes,24,Yes,No,Yes,No,No,Credit card (automatic),Month-to-month,No,93.97,2187.97,Yes
Female,0,Yes,No,59,Yes,No,No,No,No,Bank transfer (automatic),Month-to-month,Yes,38.34,2204.37,Yes
Female,0,Yes,Yes,2,No,Yes,No,No,No,Electronic check,Month-to-month,Yes,47.23,131.08,Yes
Male,0,Yes,No,65,No,No,No,Yes,No,Credit card (automatic),One year,No,53.29,3389.06,Yes
Male,0,Yes,No,44,No,No,Yes,No,No,Mailed check,One year,Yes,57.47,2541.32,No
Female,0,Yes,No,46,No,No,Yes,Yes,Yes,Bank transfer (automatic),One year,Yes,53.72,2451.86,Yes
Female,0,No,Yes,32,Yes,No,Yes,Yes,No,Bank transfer (automatic),Month-to-month,Yes,56.51,1799.65,Yes
Female,0,No,No,71,No,No,No,Yes,No,Credit card (automatic),Month-to-month,Yes,85.37,6031.07,No
Male,0,No,No,54,Yes,No,No,No,Yes,Bank transfer (automatic),One year,No,73.26,3913.11,No
Male,0,Yes,No,4,Yes,No,No,Yes,Yes,Credit card (automatic),One year,Yes,99.27,375.16,No
Female,0,Yes,No,38,Yes,No,Yes,Yes,No,Electronic check,Month-to-month,No,76.04,2915.42,Yes
Female,0,Yes,No,62,No,No,No,Yes,Yes,Credit card (automatic),Two year,Yes,53.77,3320.53,No
Male,0,No,Yes,6,No,Yes,No,Yes,Yes,Bank transfer (automatic),One year,Yes,74.52,466.09,No
Male,1,Yes,No,54,No,Yes,No,No,No,Bank transfer (automatic),Two year,Yes,33.73,1810.44,No
Female,0,No,No,18,Yes,No,Yes,Yes,Yes,Credit card (automatic),One year,No,18.0,351.51,No
Female,1,No,No,37,Yes,Yes,No,Yes,Yes,Electronic check,Month-to-month,Yes,85.44,3179.84,No
Male,0,No,Yes,64,No,Yes,Yes,No,Yes,Mailed check,Two year,No,94.44,6019.79,No
Male,0,Yes,No,36,Yes,Yes,Yes,Yes,No,Credit card (automatic),Two year,No,71.73,2539.4,No
Male,0,No,No,3,Yes,No,No,No,No,Credit card (automatic),Two year,Yes,60.61,224.83,No
Female,0,Yes,Yes,2,No,No,Yes,No,No,Bank transfer (automatic),Two year,Yes,37.8,38.99,No
Female,0,Yes,No,54,No,No,Yes,No,Yes,Mailed check,Two year,No,98.01,5314.87,No
Male,0,No,No,68,No,No,No,Yes,Yes,Electronic check,One year,No,81.82,5565.21,No
Male,0,No,No,22,No,No,Yes,No,Yes,Mailed check,Month-to-month,Yes,76.99,1672.9,No
Male,0,No,No,68,Yes,Yes,No,No,No,Mailed check,Month-to-month,No,69.88,4771.45,No
Female,0,Yes,No,33,No,Yes,No,No,No,Credit card (automatic),One year,Yes,58.73,1999.65,No
Male,0,No,No,5,Yes,Yes,No,Yes,No,Bank transfer (automatic),One year,No,43.28,244.55,No
Female,0,No,No,39,No,Yes,Yes,No,Yes,Mailed check,Month-to-month,Yes,76.06,2972.35,Yes
Female,0,Yes,No,71,No,No,No,No,No,Mailed check,Month-to-month,Yes,57.08,4125.32,No
Male,0,No,No,19,Yes,Yes,No,No,Yes,Credit card (automatic),Two year,Yes,59.82,1061.33,No
Male,0,Yes,Yes,70,Yes,No,Yes,No,Yes,Bank transfer (automatic),Month-to-month,No,111.23,7735.93,Yes
Male,0,No,Yes,47,No,No,No,No,No,Electronic check,Month-to-month,Yes,68.85,3214.87,Yes
Male,0,No,No,29,No,Yes,No,No,No,Mailed check,One year,No,18.0,585.87,No
Female,0,No,No,50,No,No,Yes,Yes,No,Mailed check,Month-to-month,Yes,57.15,2899.88,No
Male,0,No,No,29,No,No,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,45.97,1255.76,Yes
Female,0,Yes,Yes,7,No,No,No,No,No,Bank transfer (automatic),One year,Yes,66.66,446.97,Yes
Female,0,No,No,63,Yes,No,No,Yes,Yes,Electronic check,Two year,No,35.81,2196.69,No
Male,0,No,No,27,No,No,No,No,Yes,Mailed check,Month-to-month,Yes,80.41,2169.17,No
Male,0,Yes,No,41,No,No,Yes,No,Yes,Mailed check,Month-to-month,No,62.89,2619.25,Yes
Male,0,Yes,Yes,54,Yes,No,Yes,No,Yes,Mailed check,Month-to-month,No,58.58,3207.38,No
Female,0,No,No,6,Yes,Yes,No,Yes,No,Bank transfer (automatic),One year,No,73.59,453.61,No
Male,1,No,No,52,No,No,No,No,Yes,Bank transfer (automatic),Month-to-month,No,68.16,3525.21,Yes
Female,0,Yes,No,27,No,No,Yes,No,Yes,Electronic check,Month-to-month,No,66.77,1798.41,No
Male,0,No,Yes,40,Yes,Yes,No,No,Yes,Electronic check,One year,Yes,64.62,2615.53,Yes
Male,0,No,Yes,33,No,Yes,Yes,No,No,Bank transfer (automatic),Two year,Yes,69.51,2399.54,No
Male,0,Yes,No,56,No,Yes,Yes,Yes,No,Credit card (automatic),Month-to-month,Yes,78.24,4327.9,Yes
Female,1,Yes,No,14,No,Yes,No,No,No,Electronic check,One year,No,75.23,1124.74,Yes
Female,0,No,No,8,Yes,Yes,Yes,Yes,Yes,Electronic check,One year,Yes,97.05,787.34,Yes
Female,0,No,Yes,30,Yes,Yes,No,No,Yes,Credit card (automatic),Month-to-month,Yes,56.88,1743.29,No
Male,1,No,No,9,No,No,Yes,Yes,Yes,Electronic check,Two year,Yes,75.72,689.77,Yes
Male,0,Yes,No,18,No,No,No,Yes,No,Credit card (automatic),Month-to-month,No,128.71,2379.9,Yes
Female,0,No,Yes,48,No,No,Yes,Yes,Yes,Credit card (automatic),Month-to-month,Yes,69.02,3327.66,Yes
Male,0,No,No,59,Yes,Yes,No,Yes,No,Electronic check,Month-to-month,No,69.95,4097.72,No
Male,0,No,No,50,No,No,No,No,No,Electronic check,Month-to-month,Yes,39.68,2004.19,No
Female,0,Yes,No,23,Yes,Yes,No,No,No,Credit card (automatic),One year,Yes,52.88,1267.01,No
Female,0,No,No,59,No,Yes,No,Yes,No,Electronic check,One year,No,67.45,3979.4,No
Male,1,Yes,No,30,Yes,No,No,Yes,Yes,Mailed check,One year,Yes,82.8,2390.75,Yes
Male,1,Yes,No,14,No,No,Yes,No,Yes,Electronic check,One year,Yes,85.58,1192.95,Yes
Female,0,No,Yes,55,No,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,77.83,4285.09,Yes
Male,0,No,Yes,38,No,No,No,Yes,Yes,Credit card (automatic),Two year,Yes,89.3,3391.32,No
Male,0,No,Yes,27,Yes,No,No,Yes,No,Bank transfer (automatic),Two year,Yes,46.02,1220.13,No
Male,0,No,No,48,No,No,Yes,No,No,Electronic check,Month-to-month,No,81.73,3982.77,Yes
Male,0,Yes,No,53,Yes,No,Yes,No,No,Bank transfer (automatic),One year,Yes,70.32,3620.2,No
Male,0,Yes,No,17,No,Yes,Yes,Yes,No,Bank transfer (automatic),Two year,No,73.0,1245.19,No
Female,0,Yes,Yes,9,Yes,Yes,Yes,No,Yes,Electronic check,Month-to-month,No,61.3,556.6,Yes
Female,0,Yes,No,38,No,No,Yes,No,Yes,Bank transfer (automatic),Month-to-month,Yes,47.13,1885.1,No
Female,0,No,Yes,4,No,No,No,No,Yes,Bank transfer (automatic),Month-to-month,Yes,40.84,162.7,Yes
Male,0,No,No,46,Yes,Yes,Yes,No,Yes,Electronic check,Two year,Yes,77.7,3594.07,No
Female,0,No,Yes,32,Yes,Yes,Yes,No,No,Credit card (automatic),One year,Yes,81.95,2627.98,No
Female,0,Yes,No,16,Yes,Yes,Yes,No,No,Mailed check,One year,Yes,66.89,1074.49,No
Male,0,Yes,No,44,No,No,No,No,No,Electronic check,Two year,No,69.64,3143.69,No
Female,1,Yes,Yes,28,No,Yes,No,Yes,No,Electronic check,Month-to-month,No,52.71,1425.99,No
Female,0,No,No,28,No,No,Yes,No,No,Mailed check,Two year,No,82.07,2268.03,No
Female,1,Yes,No,16,No,Yes,No,No,No,Electronic check,Month-to-month,No,71.46,1177.22,Yes
Female,0,No,No,49,Yes,Yes,No,Yes,No,Electronic check,One year,Yes,61.23,3011.6,No
Female,0,No,No,66,Yes,Yes,Yes,Yes,No,Credit card (automatic),Month-to-month,Yes,90.79,5979.13,No
Male,1,No,Yes,45,No,No,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,85.48,3843.45,Yes
Female,0,Yes,No,18,No,Yes,Yes,Yes,Yes,Electronic check,Month-to-month,No,33.14,637.63,Yes
Female,0,Yes,Yes,61,Yes,No,No,Yes,No,Bank transfer (automatic),Month-to-month,No,71.18,4363.79,No
Male,0,No,No,9,No,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,47.0,390.94,No
Female,0,No,Yes,21,No,No,No,Yes,Yes,Mailed check,Month-to-month,No,73.35,1551.02,Yes
Male,0,Yes,No,3,No,Yes,Yes,No,Yes,Credit card (automatic),One year,Yes,18.0,51.76,No
Male,0,No,No,62,No,No,No,Yes,Yes,Electronic check,Two year,Yes,74.73,4654.52,No
Male,1,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,87.09,333.9,Yes
Female,0,Yes,No,40,Yes,No,No,Yes,Yes,Electronic check,Month-to-month,Yes,67.34,2639.27,Yes
Female,0,Yes,No,14,No,No,No,Yes,No,Electronic check,One year,Yes,42.05,618.91,No
Male,0,Yes,Yes,16,No,No,Yes,Yes,No,Mailed check,One year,No,116.95,1895.93,No
Female,0,Yes,No,44,Yes,No,No,No,No,Electronic check,One year,Yes,97.74,4364.38,No
Male,0,Yes,No,58,Yes,No,No,Yes,No,Bank transfer (automatic),Two year,No,57.25,3261.53,No
Female,0,No,No,2,Yes,No,Yes,Yes,Yes,Credit card (automatic),Month-to-month,No,63.74,124.3,No
Female,0,Yes,No,12,No,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,22.46,259.1,Yes
Male,0,No,No,21,Yes,No,No,No,No,Bank transfer (automatic),Two year,No,81.36,1690.76,No
Male,0,No,No,68,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),One year,No,37.14,2456.06,No
Male,0,Yes,Yes,5,Yes,Yes,No,Yes,No,Bank transfer (automatic),Month-to-month,No,85.99,381.98,Yes
Male,0,Yes,Yes,13,No,No,No,No,No,Mailed check,Two year,Yes,94.62,1242.27,No
Female,0,No,Yes,30,No,No,No,No,Yes,Mailed check,Month-to-month,No,68.31,2026.92,Yes
Male,0,No,No,24,Yes,No,Yes,Yes,No,Electronic check,Month-to-month,Yes,44.45,1029.69,Yes
Male,0,No,No,4,No,No,No,No,Yes,Electronic check,Month-to-month,Yes,99.98,464.27,Yes
Female,0,Yes,No,39,Yes,No,No,No,No,Bank transfer (automatic),Two year,Yes,70.05,2838.85,Yes
Female,0,Yes,Yes,44,No,No,No,No,No,Mailed check,Two year,Yes,72.24,3175.91,No
Male,0,Yes,No,13,No,No,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,47.64,551.76,Yes
Female,0,No,No,50,No,No,No,No,No,Electronic check,Month-to-month,No,74.63,3749.5,Yes
Male,0,No,No,5,No,Yes,No,No,No,Credit card (automatic),One year,Yes,65.13,231.81,No
Female,0,Yes,Yes,53,Yes,No,Yes,No,Yes,Electronic check,Month-to-month,Yes,38.12,1959.41,Yes
Female,0,No,No,19,Yes,No,No,Yes,No,Mailed check,Two year,No,102.16,1959.65,Yes
Female,0,Yes,Yes,17,Yes,No,No,Yes,No,Electronic check,Month-to-month,Yes,112.22,1845.46,Yes
Female,0,No,Yes,15,No,Yes,No,Yes,No,Electronic check,Two year,Yes,94.44,1403.23,Yes
Male,0,Yes,No,63,No,Yes,No,No,No,Bank transfer (automatic),One year,Yes,90.85,5656.91,No
Male,0,No,No,37,No,Yes,Yes,No,Yes,Electronic check,Month-to-month,Yes,112.36,4159.94,Yes
Male,0,No,No,50,Yes,Yes,No,Yes,Yes,Electronic check,One year,Yes,44.86,2293.55,Yes
Male,0,No,No,15,No,No,Yes,Yes,No,Credit card (automatic),One year,No,44.57,641.0,Yes
Female,0,Yes,No,5,Yes,Yes,No,Yes,Yes,Mailed check,Month-to-month,No,60.05,299.4,No
Male,0,No,Yes,3,Yes,Yes,No,No,Yes,Bank transfer (automatic),Month-to-month,Yes,77.15,194.73,Yes
Male,0,No,No,32,No,No,Yes,Yes,No,Bank transfer (automatic),Two year,Yes,62.98,1981.7,No
Male,0,Yes,No,24,Yes,Yes,No,Yes,No,Electronic check,One year,No,45.52,1055.07,Yes
Male,0,Yes,Yes,56,Yes,Yes,No,No,No,Mailed check,One year,Yes,70.14,3962.97,No
Male,1,No,No,57,Yes,No,Yes,No,No,Mailed check,Month-to-month,Yes,67.73,3797.28,No
Male,0,Yes,No,23,No,No,Yes,No,No,Electronic check,One year,Yes,90.19,2059.48,Yes
Male,1,Yes,Yes,32,Yes,No,No,No,No,Electronic check,One year,No,71.07,2292.65,No
Male,0,Yes,No,28,No,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,24.29,721.08,No
Male,0,Yes,No,49,No,No,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,79.25,3903.14,No
Female,0,Yes,No,46,No,Yes,No,Yes,Yes,Electronic check,Month-to-month,Yes,107.96,4963.02,No
Female,0,No,No,47,Yes,No,Yes,No,Yes,Bank transfer (automatic),One year,No,70.69,3297.03,Yes
Male,1,Yes,No,4,No,No,No,No,Yes,Mailed check,Month-to-month,Yes,93.69,416.39,No
Female,0,No,No,25,Yes,No,Yes,Yes,No,Bank transfer (automatic),Two year,Yes,57.88,1407.9,No
Female,1,Yes,No,70,No,No,Yes,No,No,Electronic check,Month-to-month,No,83.58,5812.11,Yes
Male,0,Yes,No,25,No,Yes,No,No,No,Bank transfer (automatic),Two year,Yes,52.13,1364.11,No
Male,1,Yes,No,13,Yes,Yes,Yes,No,Yes,Credit card (automatic),Month-to-month,Yes,64.08,849.3,Yes
Male,1,No,Yes,15,Yes,No,No,Yes,Yes,Mailed check,One year,No,64.27,981.9,No
Female,0,No,No,2,No,No,Yes,Yes,Yes,Credit card (automatic),Month-to-month,No,81.44,189.82,Yes
Female,0,Yes,Yes,57,No,Yes,Yes,No,Yes,Mailed check,One year,Yes,50.22,2858.29,No
Male,0,Yes,No,1,No,No,No,No,Yes,Electronic check,Two year,Yes,34.84,18.0,No
Male,0,Yes,No,43,No,No,No,No,No,Mailed check,Month-to-month,Yes,81.28,3506.46,Yes
Female,1,Yes,No,29,No,No,Yes,No,Yes,Mailed check,Month-to-month,Yes,80.38,2330.22,No
Male,0,No,No,7,No,Yes,No,Yes,No,Credit card (automatic),Month-to-month,Yes,72.7,470.24,No
Female,0,Yes,No,64,No,No,Yes,No,Yes,Mailed check,Month-to-month,Yes,92.39,5863.91,No
Male,0,No,No,54,Yes,No,No,Yes,No,Electronic check,One year,Yes,65.14,3515.29,Yes
Male,0,No,No,60,No,No,Yes,Yes,No,Credit card (automatic),Month-to-month,Yes,76.75,4544.04,No
Male,1,Yes,No,68,No,No,No,Yes,No,Electronic check,One year,Yes,61.6,4182.48,Yes
Male,0,No,No,66,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,63.79,4198.48,No
Female,0,Yes,Yes,51,Yes,Yes,No,Yes,No,Electronic check,Two year,No,78.17,3981.06,No
Female,1,No,No,39,Yes,No,No,No,Yes,Credit card (automatic),Month-to-month,No,124.4,4869.67,Yes
Female,0,Yes,No,51,Yes,Yes,No,No,No,Electronic check,Two year,No,87.82,4506.56,Yes
Male,0,No,No,33,No,No,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,No,83.17,2712.48,Yes
Male,0,No,No,14,Yes,No,Yes,Yes,No,Mailed check,Two year,Yes,88.56,1279.02,No
Male,0,Yes,No,28,No,No,Yes,Yes,No,Credit card (automatic),One year,No,18.0,494.13,No
Female,0,No,No,34,Yes,No,No,Yes,No,Credit card (automatic),Month-to-month,Yes,77.66,2719.35,No
Female,1,Yes,Yes,4,No,Yes,Yes,Yes,No,Credit card (automatic),One year,No,91.85,341.06,No
Male,0,Yes,No,62,No,No,No,No,Yes,Electronic check,Month-to-month,No,72.03,4393.12,No
Male,1,No,No,66,No,No,Yes,No,No,Mailed check,Month-to-month,Yes,68.96,4589.12,Yes
Male,1,Yes,No,31,No,Yes,No,No,Yes,Credit card (automatic),Month-to-month,No,47.44,1489.84,No
Female,0,No,No,36,Yes,Yes,No,No,Yes,Bank transfer (automatic),Two year,No,59.6,2199.61,No
Female,0,No,Yes,61,No,No,No,No,Yes,Credit card (automatic),One year,No,50.0,3063.7,No
Male,0,No,No,33,No,Yes,No,Yes,Yes,Credit card (automatic),Month-to-month,Yes,93.99,3206.91,Yes
Male,0,Yes,No,50,Yes,Yes,No,Yes,Yes,Electronic check,Two year,Yes,106.04,5293.5,Yes
Female,0,Yes,No,38,No,Yes,No,Yes,No,Electronic check,Month-to-month,No,116.44,4471.86,Yes
Male,0,No,No,20,Yes,No,No,Yes,Yes,Electronic check,Month-to-month,Yes,49.6,968.36,Yes
Female,0,Yes,No,58,No,No,No,No,No,Bank transfer (automatic),Month-to-month,Yes,53.96,3151.7,No
Female,0,No,No,14,Yes,No,No,No,Yes,Mailed check,Month-to-month,Yes,52.01,758.61,Yes
Male,0,Yes,Yes,17,No,No,Yes,Yes,No,Electronic check,One year,Yes,45.55,811.89,Yes
Male,0,Yes,Yes,50,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,45.94,2332.03,No
Male,0,No,No,52,Yes,No,No,Yes,Yes,Electronic check,Month-to-month,No,57.63,2851.01,Yes
Female,0,No,No,69,No,Yes,Yes,No,No,Mailed check,Month-to-month,No,90.99,6275.04,Yes
Male,0,No,No,52,No,No,Yes,Yes,No,Mailed check,Two year,No,52.77,2718.26,No
Male,0,No,No,2,Yes,Yes,No,No,No,Mailed check,One year,No,95.27,173.54,Yes
Male,1,Yes,Yes,62,No,Yes,Yes,Yes,Yes,Electronic check,Month-to-month,No,102.82,6362.04,No
Female,1,Yes,Yes,30,No,No,No,Yes,No,Bank transfer (automatic),One year,Yes,76.84,2349.26,Yes
Male,0,Yes,No,1,No,Yes,No,Yes,No,Credit card (automatic),Month-to-month,No,99.5,108.62,Yes
Male,0,No,No,42,Yes,No,Yes,No,No,Bank transfer (automatic),Two year,No,37.33,1545.01,No
Male,0,Yes,No,13,No,No,Yes,Yes,Yes,Credit card (automatic),Month-to-month,No,56.6,669.77,Yes
Female,0,No,No,30,No,No,Yes,No,Yes,Electronic check,Month-to-month,No,74.55,2305.37,Yes
Male,0,Yes,No,34,Yes,Yes,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,75.36,2533.03,No
Female,0,No,No,6,No,No,No,No,No,Electronic check,Month-to-month,Yes,104.3,619.93,Yes
Female,1,No,Yes,62,No,No,No,No,Yes,Bank transfer (automatic),Month-to-month,No,46.03,2949.97,No
Male,1,No,No,37,Yes,Yes,No,No,Yes,Electronic check,One year,No,57.11,2085.28,No
Female,0,Yes,No,70,Yes,No,Yes,Yes,No,Credit card (automatic),Month-to-month,Yes,67.96,4744.82,Yes
Male,0,No,Yes,34,Yes,No,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,57.55,1967.25,Yes
Female,0,Yes,Yes,43,No,No,Yes,No,No,Credit card (automatic),One year,Yes,44.98,1861.74,No
Male,1,Yes,No,59,No,No,No,No,No,Mailed check,One year,Yes,58.56,3377.72,Yes
